chromosome	index1	index2	gene	probability	annotation	index3	index4	value
chr19	11267823	11298672	TSPAN16|0.108|96.2%	0.108	.	11267824	11298672	0,255,0
chr19	11296093	11311321	RAB3D|0.224|72.1%	0.224	.	11296094	11311321	50,205,0
chr19	11356187	11391006	RGL3|0.141|91.6%	0.141	.	11356188	11391006	0,255,0
chr19	11392272	11406980	CCDC151|0.183|82.8%	0.183	.	11392273	11406980	25,230,0
chr19	11407268	11422783	PRKCSH|0.263|62.3%	0.263	.	11407269	11422783	75,180,0
chr19	11423142	11452803	ELAVL3|0.473|29.9%	0.473	.	11423143	11452803	175,80,0
chr19	11455245	11477654	ZNF653|0.384|40.8%	0.384	.	11455246	11477654	125,130,0
chr19	11477744	11500952	ECSIT|0.253|64.5%	0.253	.	11477745	11500952	75,180,0
chr19	12196502	12266637	ZNF44|0.517|25.7%	0.517	.	12196503	12266637	175,80,0
chr19	12547645	12582595	ZNF490|0.297|54.9%	0.297	.	12547646	12582595	100,155,0
chr19	12582752	12601647	ZNF791|0.240|67.9%	0.240	.	12582753	12601647	75,180,0
chr19	12618321	12638828	MAN2B1|0.128|93.7%	0.128	.	12618322	12638828	0,255,0
chr19	12639886	12641449	C19orf56|0.248|65.9%	0.248	.	12639887	12641449	75,180,0
chr19	12647536	12653682	DHPS|0.396|39.1%	0.396	.	12647537	12653682	150,105,0
chr19	12702454	12706529	C19orf43|0.266|61.3%	0.266	.	12702455	12706529	75,180,0
chr19	12709305	12720137	ASNA1|0.472|29.9%	0.472	.	12709306	12720137	175,80,0
chr19	12763309	12765124	JUNB|0.956|2.3%	0.956	.	12763310	12765124	255,0,0
chr19	12768633	12773694	PRDX2|0.929|3.2%	0.929	.	12768634	12773694	255,0,0
chr19	12778427	12785462	RNASEH2A|0.825|7.1%	0.825	.	12778428	12785462	255,0,0
chr19	12797296	12807230	RTBDN|0.219|73.3%	0.219	.	12797297	12807230	50,205,0
chr19	12810347	12846765	MAST1|0.571|21.0%	0.571	.	12810348	12846765	175,80,0
chr19	12847022	12853335	DNASE2|0.147|90.6%	0.147	.	12847023	12853335	0,255,0
chr19	12856235	12859017	KLF1|0.820|7.3%	0.820	.	12856236	12859017	255,0,0
chr19	12862973	12871782	GCDH|0.162|87.5%	0.162	.	12862974	12871782	25,230,0
chr19	12894283	12905558	FARSA|0.422|35.6%	0.422	.	12894284	12905558	150,105,0
chr19	12910422	12916303	CALR|0.889|4.6%	0.889	.	12910423	12916303	255,0,0
chr19	12917653	12925448	RAD23A|0.810|7.8%	0.810	.	12917654	12925448	255,0,0
chr19	12967583	13070610	NFIX|0.489|28.3%	0.489	.	12967584	13070610	175,80,0
chr19	13070847	13074681	LYL1|0.223|72.4%	0.223	.	13070848	13074681	50,205,0
chr19	13076720	13088563	TRMT1|0.332|48.7%	0.332	.	13076721	13088563	125,130,0
chr19	13115902	13122052	STX10|0.262|62.5%	0.262	.	13115903	13122052	75,180,0
chr19	13122281	13126716	IER2|0.156|88.8%	0.156	.	13122282	13126716	25,230,0
chr19	13178255	13478038	CACNA1A|0.705|12.5%	0.705	.	13178256	13478038	200,55,0
chr19	13746256	13750582	C19orf53|0.208|76.5%	0.208	.	13746257	13750582	50,205,0
chr19	13767273	13804044	ZSWIM4|0.336|47.9%	0.336	.	13767274	13804044	125,130,0
chr19	13854167	13877909	C19orf57|0.136|92.5%	0.136	.	13854168	13877909	0,255,0
chr19	13878013	13902691	CC2D1A|0.180|83.6%	0.180	.	13878014	13902691	25,230,0
chr19	13904166	13910289	PODNL1|0.199|78.6%	0.199	.	13904167	13910289	50,205,0
chr19	13998500	14003367	RLN3|0.247|66.3%	0.247	.	13998501	14003367	75,180,0
chr19	14003261	14025026	IL27RA|0.172|85.6%	0.172	.	14003262	14025026	25,230,0
chr19	14059675	14062885	SAMD1|0.508|26.6%	0.508	.	14059676	14062885	175,80,0
chr19	14091321	14108440	ASF1B|0.929|3.2%	0.929	.	14091322	14108440	255,0,0
chr19	14119546	14177972	LPHN1|0.348|46.1%	0.348	.	14119547	14177972	125,130,0
chr19	14353212	14380531	CD97|0.222|72.6%	0.222	.	14353213	14380531	50,205,0
chr19	14380632	14391171	DDX39|0.317|51.1%	0.317	.	14380633	14391171	100,155,0
chr19	14405165	14443678	PKN1|0.429|34.7%	0.429	.	14405166	14443678	150,105,0
chr19	14449571	14467944	GIPC1|0.551|22.6%	0.551	.	14449572	14467944	175,80,0
chr19	14537891	14543886	NDUFB7|0.512|26.2%	0.512	.	14537892	14543886	175,80,0
chr19	14661869	14692772	ZNF333|0.220|73.1%	0.220	.	14661870	14692772	50,205,0
chr19	14922006	14951505	SLC1A6|0.351|45.6%	0.351	.	14922007	14951505	125,130,0
chr19	15024014	15027900	CASP14|0.405|37.9%	0.405	.	15024015	15027900	150,105,0
chr19	15086788	15097577	ILVBL|0.321|50.4%	0.321	.	15086789	15097577	100,155,0
chr19	15131444	15172792	NOTCH3|0.887|4.7%	0.887	.	15131445	15172792	255,0,0
chr19	15198730	15204231	ABHD9|0.636|16.4%	0.636	.	15198731	15204231	200,55,0
chr19	15209300	15252262	BRD4|0.518|25.7%	0.518	.	15209301	15252262	175,80,0
chr19	15325340	15351603	AKAP8|0.204|77.4%	0.204	.	15325341	15351603	50,205,0
chr19	15497143	15524127	CYP4F22|0.211|75.6%	0.211	.	15497144	15524127	50,205,0
chr19	15713202	15714153	OR10H3|0.080|98.6%	0.080	.	15713203	15714153	0,255,0
chr19	15765858	15766806	OR10H5|0.123|94.6%	0.123	.	15765859	15766806	0,255,0
chr19	15778890	15779847	OR10H1|0.245|66.6%	0.245	.	15778891	15779847	75,180,0
chr19	15884180	15906676	CYP4F11|0.208|76.5%	0.208	.	15884181	15906676	50,205,0
chr19	15920817	15921768	OR10H4|0.105|96.7%	0.105	.	15920818	15921768	0,255,0
chr19	15938465	16130344	HSH2D|0.161|87.7%	0.161	.	15938466	16130344	25,230,0
chr19	16039347	16074813	TPM4|0.339|47.4%	0.339	.	16039348	16074813	125,130,0
chr19	16083489	16105443	RAB8A|0.319|50.7%	0.319	.	16083490	16105443	100,155,0
chr19	16133222	16145336	CIB3|0.257|63.6%	0.257	.	16133223	16145336	75,180,0
chr19	16157234	16163855	FAM32A|0.309|52.7%	0.309	.	16157235	16163855	100,155,0
chr19	16169730	16207149	AP1M1|0.508|26.6%	0.508	.	16169731	16207149	175,80,0
chr19	16333407	16443762	EPS15L1|0.249|65.7%	0.249	.	16333408	16443762	75,180,0
chr19	16489699	16514263	CHERP|0.362|43.8%	0.362	.	16489700	16514263	125,130,0
chr19	16522660	16544193	SLC35E1|0.263|62.3%	0.263	.	16522661	16544193	75,180,0
chr19	16703000	16789756	NWD1|0.227|71.5%	0.227	.	16703001	16789756	50,205,0
chr19	16801217	16852164	SIN3B|0.443|33.1%	0.443	.	16801218	16852164	150,105,0
chr19	16860825	16863830	F2RL3|0.232|70.2%	0.232	.	16860826	16863830	50,205,0
chr19	16864764	16998625	CPAMD8|0.187|81.6%	0.187	.	16864765	16998625	25,230,0
chr19	17073465	17185093	MYO9B|0.289|56.4%	0.289	.	17073466	17185093	100,155,0
chr19	17187154	17191638	USE1|0.230|70.6%	0.230	.	17187155	17191638	50,205,0
chr19	17203693	17217151	NR2F6|0.305|53.3%	0.305	.	17203694	17217151	100,155,0
chr19	17221837	17236573	USHBP1|0.112|96.0%	0.112	.	17221838	17236573	0,255,0
chr19	17239231	17251162	C19orf62|0.191|80.3%	0.191	.	17239232	17251162	25,230,0
chr19	17253453	17259455	ANKLE1|0.134|92.8%	0.134	.	17253454	17259455	0,255,0
chr19	17263940	17275282	ABHD8|0.352|45.5%	0.352	.	17263941	17275282	125,130,0
chr19	17277476	17278652	MRPL34|0.203|77.7%	0.203	.	17277477	17278652	50,205,0
chr19	17281349	17292098	DDA1|0.258|63.4%	0.258	.	17281350	17292098	75,180,0
chr19	17309378	17314530	GTPBP3|0.239|68.4%	0.239	.	17309379	17314530	75,180,0
chr19	17323263	17349159	PLVAP|0.229|70.8%	0.229	.	17323264	17349159	50,205,0
chr19	17374749	17377401	BST2|0.432|34.3%	0.432	.	17374750	17377401	150,105,0
chr19	17391855	17397140	FAM125A|0.178|84.2%	0.178	.	17391856	17397140	25,230,0
chr19	17442299	17477977	SLC27A1|0.171|85.8%	0.171	.	17442300	17477977	25,230,0
chr19	17483431	17493095	PGLS|0.512|26.2%	0.512	.	17483432	17493095	175,80,0
chr19	17495109	17525647	FAM129C|0.153|89.4%	0.153	.	17495110	17525647	25,230,0
chr19	17527459	17554965	GLT25D1|0.248|65.8%	0.248	.	17527460	17554965	75,180,0
chr19	17691290	17706322	MAP1S|0.245|66.7%	0.245	.	17691291	17706322	75,180,0
chr19	17726919	17760371	FCHO1|0.571|21.0%	0.571	.	17726920	17760371	175,80,0
chr19	17766918	17785385	B3GNT3|0.189|81.1%	0.189	.	17766919	17785385	25,230,0
chr19	17908216	17915783	CCDC124|0.331|48.8%	0.331	.	17908217	17915783	125,130,0
chr19	17923110	17970930	KCNN1|0.220|73.3%	0.220	.	17923111	17970930	50,205,0
chr19	17972943	17985903	ARRDC2|0.486|28.6%	0.486	.	17972944	17985903	175,80,0
chr19	18031700	18058697	IL12RB1|0.177|84.4%	0.177	.	18031701	18058697	25,230,0
chr19	18125015	18142343	PIK3R2|0.568|21.2%	0.568	.	18125016	18142343	175,80,0
chr19	18168610	18175839	RAB3A|0.556|22.2%	0.556	.	18168611	18175839	175,80,0
chr19	18179770	18220010	PDE4C|0.261|62.5%	0.261	.	18179771	18220010	75,180,0
chr19	18228908	18246235	KIAA1683|0.157|88.6%	0.157	.	18228909	18246235	25,230,0
chr19	18252250	18253294	JUND|0.626|17.2%	0.626	.	18252251	18253294	200,55,0
chr19	18278719	18294958	LSM4|0.464|30.8%	0.464	.	18278720	18294958	150,105,0
chr19	18357967	18360986	GDF15|0.399|38.7%	0.399	.	18357968	18360986	150,105,0
chr19	18391135	18406459	SSBP4|0.302|53.8%	0.302	.	18391136	18406459	100,155,0
chr19	18414474	18493918	ELL|0.583|20.2%	0.583	.	18414475	18493918	175,80,0
chr19	18503567	18515383	FKBP8|0.245|66.8%	0.245	.	18503568	18515383	75,180,0
chr19	18529597	18541176	C19orf50|0.294|55.4%	0.294	.	18529598	18541176	100,155,0
chr19	18565046	18578660	CRLF1|0.491|28.1%	0.491	.	18565047	18578660	175,80,0
chr19	18584681	18592841	TMEM59L|0.327|49.4%	0.327	.	18584682	18592841	125,130,0
chr19	18655424	18754142	CRTC1|0.353|45.2%	0.353	.	18655425	18754142	125,130,0
chr19	18754583	18763114	COMP|0.711|12.2%	0.711	.	18754584	18763114	200,55,0
chr19	18803743	18840038	UPF1|0.814|7.6%	0.814	.	18803744	18840038	255,0,0
chr19	18840360	18867953	GDF1|0.222|72.6%	0.222	.	18840361	18867953	50,205,0
chr19	18871322	18891199	COPE|0.340|47.2%	0.340	.	18871323	18891199	125,130,0
chr19	18891493	18900436	DDX49|0.202|77.9%	0.202	.	18891494	18900436	50,205,0
chr19	18901011	18913012	HOMER3|0.574|20.8%	0.574	.	18901012	18913012	175,80,0
chr19	18962696	19005368	SFRS14|0.509|26.5%	0.509	.	18962697	19005368	175,80,0
chr19	19005470	19029978	ARMC6|0.194|79.6%	0.194	.	19005471	19029978	50,205,0
chr19	19035807	19084697	SLC25A42|0.369|42.7%	0.369	.	19035808	19084697	125,130,0
chr19	19091428	19110270	TMEM161A|0.272|60.0%	0.272	.	19091429	19110270	100,155,0
chr19	19164007	19173678	RFXANK|0.304|53.5%	0.304	.	19164008	19173678	100,155,0
chr19	19173225	19175238	NR2C2AP|0.396|39.0%	0.396	.	19173226	19175238	150,105,0
chr19	19183781	19224061	NCAN|0.210|75.9%	0.210	.	19183782	19224061	50,205,0
chr19	19226556	19245178	HAPLN4|0.263|62.1%	0.263	.	19226557	19245178	75,180,0
chr19	19236173	19245074	TM6SF2|0.126|94.1%	0.126	.	19236174	19245074	0,255,0
chr19	19292613	19339989	KIAA0892|0.362|43.8%	0.362	.	19292614	19339989	125,130,0
chr19	19487798	19500007	NDUFA13|0.135|92.7%	0.135	.	19487799	19500007	0,255,0
chr19	19510073	19518468	CILP2|0.259|63.2%	0.259	.	19510074	19518468	75,180,0
chr19	19533523	19590725	PBX4|0.333|48.4%	0.333	.	19533524	19590725	125,130,0
chr19	19595476	19600018	LPAR2|0.211|75.6%	0.211	.	19595477	19600018	50,205,0
chr19	19601287	19615455	GMIP|0.567|21.3%	0.567	.	19601288	19615455	175,80,0
chr19	19640604	19652412	ZNF101|0.201|78.1%	0.201	.	19640605	19652412	50,205,0
chr19	19682281	19704921	ZNF14|0.299|54.5%	0.299	.	19682282	19704921	100,155,0
chr19	21371770	21402124	ZNF493|0.315|51.3%	0.315	.	21371771	21402124	100,155,0
chr19	21779593	21826670	ZNF43|0.419|36.0%	0.419	.	21779594	21826670	150,105,0
chr19	23332340	23370109	ZNF91|0.198|78.7%	0.198	.	23332341	23370109	50,205,0
chr19	34785991	34798546	POP4|0.376|41.8%	0.376	.	34785992	34798546	125,130,0
chr19	34994740	35007056	CCNE1|1.000|0.2%	1.000	.	34994741	35007056	255,0,0
chr19	35106390	35198451	C19orf2|0.533|24.2%	0.533	.	35106391	35198451	175,80,0
chr19	35555167	35740805	ZNF536|0.214|75.0%	0.214	.	35555168	35740805	50,205,0
chr19	36457690	36532271	TSHZ3|0.832|6.7%	0.832	.	36457691	36532271	255,0,0
chr19	37528392	37570411	ZNF507|0.524|25.1%	0.524	.	37528393	37570411	175,80,0
chr19	37763943	37770162	PDCD5|0.633|16.6%	0.633	.	37763944	37770162	200,55,0
chr19	37779746	37857942	ANKRD27|0.651|15.5%	0.651	.	37779747	37857942	200,55,0
chr19	38013261	38052512	SLC7A9|0.267|61.1%	0.267	.	38013262	38052512	75,180,0
chr19	38061747	38154709	CCDC123|0.090|97.9%	0.090	.	38061748	38154709	0,255,0
chr19	38155017	38159786	C19orf40|0.101|97.1%	0.101	.	38155018	38159786	0,255,0
chr19	38161338	38247634	RHPN2|0.292|55.9%	0.292	.	38161339	38247634	100,155,0
chr19	38263625	38313158	GPATCH1|0.214|74.9%	0.214	.	38263626	38313158	50,205,0
chr19	38377329	38390383	LRP3|0.279|58.2%	0.279	.	38377330	38390383	100,155,0
chr19	38556448	38565431	CEBPG|0.389|40.1%	0.389	.	38556449	38565431	125,130,0
chr19	38569704	38704641	PEPD|0.281|57.7%	0.281	.	38569705	38704641	100,155,0
chr19	38979606	38996984	KCTD15|0.269|60.6%	0.269	.	38979607	38996984	75,180,0
chr19	39437295	39538311	KIAA0355|0.270|60.3%	0.270	.	39437296	39538311	75,180,0
chr19	39547908	39583076	GPI|0.521|25.4%	0.521	.	39547909	39583076	175,80,0
chr19	39611107	39652635	UBA2|0.940|2.9%	0.940	.	39611108	39652635	255,0,0
chr19	40139097	40146793	ZNF792|0.276|59.0%	0.276	.	40139098	40146793	100,155,0
chr19	40213373	40223192	SCN1B|0.271|60.2%	0.271	.	40213374	40223192	75,180,0
chr19	40223249	40249315	HPN|0.397|38.9%	0.397	.	40223250	40249315	150,105,0
chr19	40298638	40307067	FXYD3|0.195|79.5%	0.195	.	40298639	40307067	50,205,0
chr19	40307256	40317944	LGI4|0.172|85.7%	0.172	.	40307257	40317944	25,230,0
chr19	40337466	40352625	FXYD5|0.127|93.8%	0.127	.	40337467	40352625	0,255,0
chr19	40431398	40450705	LSR|0.604|18.6%	0.604	.	40431399	40450705	200,55,0
chr19	40451735	40462558	USF2|0.387|40.4%	0.387	.	40451736	40462558	125,130,0
chr19	40465249	40467886	HAMP|0.410|37.3%	0.410	.	40465250	40467886	150,105,0
chr19	40474867	40496547	MAG|0.946|2.7%	0.946	.	40474868	40496547	255,0,0
chr19	40511918	40530098	CD22|0.431|34.4%	0.431	.	40511919	40530098	150,105,0
chr19	40534294	40535197	FFAR1|0.235|69.4%	0.235	.	40534295	40535197	75,180,0
chr19	40632456	40633449	FFAR2|0.224|72.2%	0.224	.	40632457	40633449	50,205,0
chr19	40679962	40696394	DMKN|0.436|33.8%	0.436	.	40679963	40696394	150,105,0
chr19	40716153	40728061	GAPDHS|0.152|89.6%	0.152	.	40716154	40728061	25,230,0
chr19	40728371	40730268	TMEM147|0.297|55.0%	0.297	.	40728372	40730268	100,155,0
chr19	40732935	40746400	ATP4A|0.160|88.0%	0.160	.	40732936	40746400	25,230,0
chr19	40811819	40820426	RBM42|0.302|54.0%	0.302	.	40811820	40820426	100,155,0
chr19	40824486	40827613	ETV2|0.224|72.0%	0.224	.	40824487	40827613	50,205,0
chr19	40830994	40841523	COX6B1|0.216|74.1%	0.216	.	40830995	40841523	50,205,0
chr19	40849554	40861207	UPK1A|0.216|74.4%	0.216	.	40849555	40861207	50,205,0
chr19	40895669	40899780	ZBTB32|0.241|67.8%	0.241	.	40895670	40899780	75,180,0
chr19	40921992	40925191	TMEM149|0.164|87.2%	0.164	.	40921993	40925191	25,230,0
chr19	40931338	40937257	LIN37|0.200|78.2%	0.200	.	40931339	40937257	50,205,0
chr19	40937335	40939799	HSPB6|0.298|54.6%	0.298	.	40937336	40939799	100,155,0
chr19	40958315	40971564	SNX26|0.467|30.5%	0.467	.	40958316	40971564	150,105,0
chr19	41039649	41049888	KIRREL2|0.248|65.8%	0.248	.	41039650	41049888	75,180,0
chr19	41051240	41062539	APLP1|0.430|34.6%	0.430	.	41051241	41062539	150,105,0
chr19	41070982	41085025	NFKBID|0.236|69.0%	0.236	.	41070983	41085025	75,180,0
chr19	41085221	41087015	HCST|0.344|46.7%	0.344	.	41085222	41087015	125,130,0
chr19	41087151	41091026	TYROBP|0.248|65.9%	0.248	.	41087152	41091026	75,180,0
chr19	41119589	41127924	LRFN3|0.334|48.2%	0.334	.	41119590	41127924	125,130,0
chr19	41197401	41215635	CLIP3|0.395|39.2%	0.395	.	41197402	41215635	150,105,0
chr19	41217726	41237504	THAP8|0.173|85.5%	0.173	.	41217727	41237504	25,230,0
chr19	41296451	41298046	POLR2I|0.291|56.0%	0.291	.	41296452	41298046	100,155,0
chr19	41297727	41308689	TBCB|0.180|83.6%	0.180	.	41297728	41308689	25,230,0
chr19	41333663	41335611	COX7A1|0.215|74.8%	0.215	.	41333664	41335611	50,205,0
chr19	41397874	41421506	ZNF146|0.788|8.6%	0.788	.	41397875	41421506	255,0,0
chr19	41519001	41561918	ZFP14|0.388|40.3%	0.388	.	41519002	41561918	125,130,0
chr19	41630423	41672183	ZNF566|0.337|47.8%	0.337	.	41630424	41672183	125,130,0
chr19	41727139	41756030	ZNF529|0.249|65.6%	0.249	.	41727140	41756030	75,180,0
chr19	41788060	41811584	ZNF382|0.284|57.2%	0.284	.	41788061	41811584	100,155,0
chr19	41820122	41849579	ZNF461|0.304|53.5%	0.304	.	41820123	41849579	100,155,0
chr19	41872141	41904063	ZNF567|0.661|14.8%	0.661	.	41872142	41904063	200,55,0
chr19	42000175	42021124	ZNF790|0.282|57.6%	0.282	.	42000176	42021124	100,155,0
chr19	42033102	42062306	ZNF345|0.247|66.2%	0.247	.	42033103	42062306	75,180,0
chr19	42074092	42099030	ZNF829|0.187|81.7%	0.187	.	42074093	42099030	25,230,0
chr19	42099073	42134290	ZNF568|0.246|66.4%	0.246	.	42099074	42134290	75,180,0
chr19	42261176	42313052	ZNF420|0.329|49.1%	0.329	.	42261177	42313052	125,130,0
chr19	42289478	42355468	ZNF585A|0.404|37.9%	0.404	.	42289479	42355468	150,105,0
chr19	42401021	42426663	ZNF383|0.251|65.0%	0.251	.	42401022	42426663	75,180,0
chr19	42593901	42650179	ZNF569|0.392|39.6%	0.392	.	42593902	42650179	150,105,0
chr19	42651821	42668082	ZNF570|0.330|49.0%	0.330	.	42651822	42668082	125,130,0
chr19	42745133	42777531	ZNF571|0.375|41.9%	0.375	.	42745134	42777531	125,130,0
chr19	42777621	42796834	ZNF540|0.214|74.8%	0.214	.	42777622	42796834	50,205,0
chr19	42879115	42902531	ZNF607|0.326|49.6%	0.326	.	42879116	42902531	125,130,0
chr19	42921042	42999780	ZNF573|0.352|45.4%	0.352	.	42921043	42999780	125,130,0
chr19	43089707	43390849	SIPA1L3|0.532|24.3%	0.532	.	43089708	43390849	175,80,0
chr19	43433716	43439071	PPP1R14A|0.308|52.9%	0.308	.	43433717	43439071	100,155,0
chr19	43447041	43474948	SPINT2|0.184|82.4%	0.184	.	43447042	43474948	25,230,0
chr19	43486643	43487486	C19orf33|0.175|84.9%	0.175	.	43486644	43487486	25,230,0
chr19	43487583	43498446	YIF1B|0.358|44.4%	0.358	.	43487584	43498446	125,130,0
chr19	43557015	43566304	PSMD8|0.953|2.4%	0.953	.	43557016	43566304	255,0,0
chr19	43566744	43570508	GGN|0.118|95.2%	0.118	.	43566745	43570508	0,255,0
chr19	43591537	43608785	RASGRP4|0.190|80.6%	0.190	.	43591538	43608785	25,230,0
chr19	43616179	43770044	RYR1|0.313|51.7%	0.313	.	43616180	43770044	100,155,0
chr19	43770120	43800483	MAP4K1|0.771|9.3%	0.771	.	43770121	43800483	255,0,0
chr19	43801561	43819435	EIF3K|0.586|19.8%	0.586	.	43801562	43819435	200,55,0
chr19	43830166	43913010	ACTN4|0.558|22.0%	0.558	.	43830167	43913010	175,80,0
chr19	43912671	43926954	CAPN12|0.463|30.9%	0.463	.	43912672	43926954	150,105,0
chr19	43984151	43995425	LGALS4|0.187|81.5%	0.187	.	43984152	43995425	25,230,0
chr19	43997907	44014337	ECH1|0.178|84.1%	0.178	.	43997908	44014337	25,230,0
chr19	44018868	44034819	HNRNPL|0.875|5.2%	0.875	.	44018869	44034819	255,0,0
chr19	44061036	44082342	SIRT2|0.440|33.4%	0.440	.	44061037	44082342	150,105,0
chr19	44082443	44091373	NFKBIB|0.612|18.1%	0.612	.	44082444	44091373	200,55,0
chr19	44113187	44115497	MRPS12|0.422|35.6%	0.422	.	44113188	44115497	150,105,0
chr19	44123881	44158220	FBXO17|0.264|61.8%	0.264	.	44123882	44158220	75,180,0
chr19	44308259	44361886	PAK4|0.553|22.5%	0.553	.	44308260	44361886	175,80,0
chr19	44510849	44518486	GMFG|0.585|19.9%	0.585	.	44510850	44518486	200,55,0
chr19	44524947	44567375	SAMD4B|0.279|58.3%	0.279	.	44524948	44567375	100,155,0
chr19	44568114	44573586	PAF1|0.511|26.3%	0.511	.	44568115	44573586	175,80,0
chr19	44573802	44583041	MED29|0.248|65.9%	0.248	.	44573803	44583041	75,180,0
chr19	44595064	44607996	PLEKHG2|0.222|72.5%	0.222	.	44595065	44607996	50,205,0
chr19	44628051	44659150	SUPT5H|0.728|11.3%	0.728	.	44628052	44659150	200,55,0
chr19	44681426	44690948	DLL3|0.547|23.0%	0.547	.	44681427	44690948	175,80,0
chr19	44720729	44722710	EID2|0.247|66.2%	0.247	.	44720730	44722710	75,180,0
chr19	44784555	44789953	LGALS13|0.343|46.8%	0.343	.	44784556	44789953	125,130,0
chr19	44878399	44891927	LGALS14|0.152|89.6%	0.152	.	44878400	44891927	25,230,0
chr19	44913735	44921512	CLC|0.101|97.0%	0.101	.	44913736	44921512	0,255,0
chr19	45007832	45016681	DYRK1B|0.687|13.4%	0.687	.	45007833	45016681	200,55,0
chr19	45016937	45028848	FBL|0.966|1.9%	0.966	.	45016938	45028848	255,0,0
chr19	45194868	45229812	ZNF546|0.278|58.4%	0.278	.	45194869	45229812	100,155,0
chr19	45270603	45288685	ZNF780A|0.217|73.9%	0.217	.	45270604	45288685	50,205,0
chr19	45389490	45413314	MAP3K10|0.416|36.4%	0.416	.	45389491	45413314	150,105,0
chr19	45428063	45483105	AKT2|0.939|2.9%	0.939	.	45428064	45483105	255,0,0
chr19	45518812	45546261	C19orf47|0.255|64.1%	0.255	.	45518813	45546261	75,180,0
chr19	45546424	45576230	PLD3|0.417|36.2%	0.417	.	45546425	45576230	150,105,0
chr19	45577018	45587934	HIPK4|0.243|67.2%	0.243	.	45577019	45587934	75,180,0
chr19	45591511	45611113	PRX|0.198|78.7%	0.198	.	45591512	45611113	50,205,0
chr19	45620250	45623721	SERTAD1|0.473|29.8%	0.473	.	45620251	45623721	175,80,0
chr19	45638590	45642122	SERTAD3|0.359|44.3%	0.359	.	45638591	45642122	125,130,0
chr19	45645540	45663517	BLVRB|0.277|58.7%	0.277	.	45645541	45663517	100,155,0
chr19	45664965	45774204	SPTBN4|0.254|64.2%	0.254	.	45664966	45774204	75,180,0
chr19	45774629	45789141	SHKBP1|0.364|43.4%	0.364	.	45774630	45789141	125,130,0
chr19	45790910	45827565	LTBP4|0.313|51.8%	0.313	.	45790911	45827565	100,155,0
chr19	45863649	45888396	NUMBL|0.453|31.9%	0.453	.	45863650	45888396	150,105,0
chr19	45889273	45914440	ADCK4|0.228|71.1%	0.228	.	45889274	45914440	50,205,0
chr19	45914847	45938603	ITPKC|0.365|43.4%	0.365	.	45914848	45938603	125,130,0
chr19	45948618	45963130	SNRPA|0.781|8.9%	0.781	.	45948619	45963130	255,0,0
chr19	45973139	45975232	MIA|0.177|84.4%	0.177	.	45973140	45975232	25,230,0
chr19	45976010	45994687	RAB4B|0.446|32.7%	0.446	.	45976011	45994687	150,105,0
chr19	45996958	46006176	EGLN2|0.537|23.8%	0.537	.	45996959	46006176	175,80,0
chr19	46189043	46216141	CYP2B6|0.238|68.6%	0.238	.	46189044	46216141	75,180,0
chr19	46416947	46459510	AXL|0.427|34.9%	0.427	.	46416948	46459510	150,105,0
chr19	46460263	46505438	HNRNPUL1|0.513|26.1%	0.513	.	46460264	46505438	175,80,0
chr19	46507933	46522625	CCDC97|0.191|80.4%	0.191	.	46507934	46522625	25,230,0
chr19	46552166	46561877	B9D2|0.237|68.7%	0.237	.	46552167	46561877	75,180,0
chr19	46584120	46595096	EXOSC5|0.506|26.9%	0.506	.	46584121	46595096	175,80,0
chr19	46623104	46626475	B3GNT8|0.212|75.4%	0.212	.	46623105	46626475	50,205,0
chr19	46629063	46637654	ATP5SL|0.103|96.9%	0.103	.	46629064	46637654	0,255,0
chr19	46817183	46825282	CEACAM4|0.116|95.4%	0.116	.	46817184	46825282	0,255,0
chr19	47152680	47155320	RABAC1|0.290|56.2%	0.290	.	47152681	47155320	100,155,0
chr19	47162577	47190222	ATP1A3|0.925|3.4%	0.925	.	47162578	47190222	255,0,0
chr19	47194316	47261797	GRIK5|0.337|47.8%	0.337	.	47194317	47261797	125,130,0
chr19	47264703	47277557	ZNF574|0.411|37.2%	0.411	.	47264704	47277557	150,105,0
chr19	47284514	47328470	POU2F2|0.506|26.8%	0.506	.	47284515	47328470	175,80,0
chr19	47426181	47438591	GSK3A|0.571|21.0%	0.571	.	47426182	47438591	175,80,0
chr19	47443563	47451093	ERF|0.631|16.8%	0.631	.	47443564	47451093	200,55,0
chr19	47480656	47491789	CIC|0.329|49.0%	0.329	.	47480657	47491789	125,130,0
chr19	47521600	47574761	MEGF8|0.699|12.8%	0.699	.	47521601	47574761	200,55,0
chr19	47583012	47586279	CNFN|0.360|44.1%	0.360	.	47583013	47586279	125,130,0
chr19	47597498	47623418	LIPE|0.302|53.9%	0.302	.	47597499	47623418	100,155,0
chr19	47776235	47790906	CEACAM8|0.109|96.2%	0.109	.	47776236	47790906	0,255,0
chr19	48602496	48614585	TEX101|0.302|53.9%	0.302	.	48602497	48614585	100,155,0
chr19	48656785	48661671	LYPD3|0.274|59.5%	0.274	.	48656786	48661671	100,155,0
chr19	48702711	48723236	ETHE1|0.171|85.9%	0.171	.	48702712	48723236	25,230,0
chr19	48739303	48771555	XRCC1|0.291|56.0%	0.291	.	48739304	48771555	100,155,0
chr19	48787865	48791516	IRGQ|0.199|78.6%	0.199	.	48787866	48791516	50,205,0
chr19	48818361	48835831	CADM4|0.386|40.7%	0.386	.	48818362	48835831	125,130,0
